ID,Tag
SRR10911587,0
SRR10911588,1
SRR10911590,1
SRR10911591,0
SRR10911592,1
SRR10911593,1
SRR10911594,0
SRR10911595,0
SRR10911596,1
SRR10911597,1
SRR10911598,1
SRR10911600,1
SRR10911601,0
SRR10911602,1
SRR10911603,1
SRR10911604,0
SRR10911605,1
SRR10911606,1
SRR10911607,0
SRR10911608,1
SRR10911609,1
SRR10911611,0
SRR10911612,0
SRR10911613,1
SRR10911614,1
SRR10911615,0
SRR10911616,1
SRR10911617,1
SRR10911618,0
SRR10911619,1
SRR10911620,1
SRR10911622,1
SRR10911623,1
SRR10911624,1
SRR10911625,0
SRR10911626,0
SRR10911627,1
SRR10911629,1
SRR10911630,0
SRR10911631,1
SRR10911632,1
SRR10911633,0
SRR10911634,1
SRR10911635,1
SRR10911636,0
SRR10911637,1
SRR10911638,1
SRR10911640,1
SRR10911641,1
SRR10911642,0
SRR10911643,1
SRR10911644,1
SRR10911645,0
SRR10911646,1
SRR10911647,1
SRR10911648,1
SRR10911649,1
SRR10911650,0
SRR10911651,1
SRR10911652,1
SRR10911653,0
SRR10911654,1
SRR10911655,1
SRR10911657,0
SRR10911658,1
SRR10911659,1
SRR10911660,0
SRR10911661,0
SRR10911662,1
SRR10911663,0
SRR10911664,1
SRR10911665,1
SRR10911666,0
SRR10911668,1
SRR10911669,1
SRR10911670,0
SRR10911671,1
SRR10911672,1
SRR10911673,1
SRR10911674,1
SRR10911675,0
SRR10911676,1
SRR10911677,1
SRR10911679,0
SRR10911680,1
SRR10911681,1
SRR10911682,0
SRR10911683,1
SRR10911684,1
SRR10911685,0
SRR10911703,1
SRR10911704,0
SRR10911705,1
SRR10911707,1
SRR10911708,0
SRR10911709,0
SRR10911710,1
SRR10911711,1
SRR10911712,0
SRR10911722,1
SRR10911723,1
SRR10911724,0
SRR10911725,1
SRR10911726,1
SRR10911727,0
SRR10911728,1
SRR10911729,1
SRR10911730,0
SRR10911731,1
SRR10911733,1
SRR10911734,1
SRR10911735,1
SRR10911736,0
SRR10911737,1
SRR10911738,1
SRR10911739,0
SRR10911740,1
SRR10911741,1
SRR10911742,0
SRR10911745,1
SRR10911746,1
SRR10911747,0
SRR10911748,0
SRR10911749,1
SRR10911767,0
SRR10911768,0
SRR10911769,0
SRR10911770,0
SRR10911798,0
SRR10911799,0
SRR10911800,0
SRR10911801,0
SRR10911802,0
SRR10911803,0
SRR10911805,0
SRR10911806,0
SRR10911807,0
SRR10911808,0
SRR10911809,0
SRR10911810,0
SRR10911811,0
SRR10911812,0
SRR10911813,1
SRR10911814,0
SRR10911816,0
SRR10911817,1
SRR10911818,0
SRR10911819,0
SRR10911820,0
SRR10911821,1
SRR10911849,0
SRR10911851,0
SRR10911852,0
SRR10911853,1
SRR10911855,0
SRR10911856,0
SRR10911857,0
SRR10911858,0
SRR10911859,1
SRR10911860,0
SRR10911861,0
SRR10911862,0
SRR10911863,1
SRR10911864,0
SRR10911867,0
SRR10911868,0
SRR10911869,1
SRR10911870,1
SRR10911871,0
SRR10911872,1
SRR10911873,1
SRR10911874,1
SRR10911875,0
SRR10911876,1
SRR10911877,1
SRR10911878,0
SRR10911880,1
SRR10911881,1
SRR10911882,0
SRR10911883,1
SRR10911884,1
SRR10911885,1
SRR10911886,1
SRR10911887,0
SRR10911888,1
SRR10911889,1
SRR10911891,0
SRR10911892,1
SRR10911893,1
SRR10911894,0
SRR10911895,1
SRR10911896,1
SRR10911897,0
SRR10911898,0
SRR10911899,1
SRR10911900,1
SRR10911902,0
SRR10911903,1
SRR10911904,1
SRR10911906,0
SRR10911907,1
SRR10911908,1
SRR10911909,1
SRR10911910,1
SRR10911911,0
SRR10911912,1
SRR10911913,1
SRR10911914,0
SRR10911915,1
SRR10911917,1
SRR10911918,0
SRR10911919,1
SRR10911920,1
SRR10911921,0
SRR10911922,0
SRR10911923,1
SRR10911924,1
SRR10911925,0
SRR10911926,0
SRR10911927,1
SRR10911928,1
SRR10911929,0
SRR10911930,1
SRR10911931,1
SRR10911932,0
SRR10911933,1
SRR10911934,1
SRR10911935,1
SRR10911937,1
SRR10911938,0
SRR10911939,1
SRR10911940,1
SRR10911941,0
SRR10911942,1
SRR10911943,1
SRR10911944,0
SRR10911945,1
SRR10911946,1
SRR10911948,0
SRR10911949,0
SRR10911950,1
SRR10911951,1
SRR10911952,0
SRR10911953,1
SRR10911954,1
SRR10911956,1
SRR10911957,0
SRR10911958,1
SRR10911959,1
SRR10911960,0
SRR10911961,1
SRR10911962,1
SRR10911963,1
SRR10911964,1
SRR10911965,0
SRR10911967,1
SRR10911968,1
